cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,av11,av12,av13,av14,av15,av16,av17,av18,av19,av20,av21,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,sd17,sd18,sd19,sd20,sd21
6,0.0011,-0.0002,100,518.67,641.86,1579.69,1403.8,14.62,21.61,554.48,2388.03,9055.43,1.3,47.31,522.63,2388.01,8145.33,8.4012,0.03,393,2388,100,38.97,23.3929,518.67,642.046,1584.504,1398.876,14.62,21.61,554.3,2388.03,9058.262,1.3,47.282,522.152,2388.016,8142.174,8.393,0.03,391.4,2388,100,39.01,23.41514,0,0.374806617,5.822841231,3.551271603,0,0,0.469840398,0.012247449,6.332532669,0,0.035637059,0.445331337,0.015165751,3.751630312,0.015570967,0,1.140175425,0,0,0.1396424,0.103666668
7,-0.0001,0.0005,100,518.67,641.58,1584.09,1389.32,14.62,21.61,554.23,2388.01,9053.68,1.3,47.14,522.27,2388.05,8151.27,8.4312,0.03,392,2388,100,38.82,23.5667,518.67,641.92,1583.444,1397.144,14.62,21.61,554.312,2388.03,9056.872,1.3,47.252,522.106,2388.024,8145.018,8.40348,0.03,391.6,2388,100,38.966,23.41304,0,0.410121933,5.155150822,5.611624542,0,0,0.466443994,0.012247449,6.444584548,0,0.071902712,0.410950119,0.020736441,4.252619193,0.020483335,0,1.140175425,0,0,0.16087262,0.099589221
8,0.0017,-0.0004,100,518.67,642.2,1580.01,1396.59,14.62,21.6,554.63,2388.03,9060.91,1.3,47.26,522.65,2388.01,8139.75,8.3996,0.03,392,2388,100,38.96,23.4563,518.67,641.88,1581.344,1396.504,14.62,21.608,554.278,2388.028,9055.448,1.3,47.244,522.286,2388.022,8144.392,8.40034,0.03,392,2388,100,38.946,23.4153,0,0.358050276,3.395449897,5.413384339,0,0.004472136,0.426462191,0.010954451,3.456742686,0,0.067305275,0.413134361,0.021679483,4.836333322,0.019392731,0,0.707106781,0,0,0.152249795,0.100618711
9,0.0044,0.0005,100,518.67,641.96,1588.77,1401.73,14.62,21.61,554.35,2388.01,9060.59,1.3,47.19,522.31,2388.01,8138.58,8.4192,0.03,392,2388,100,38.98,23.4342,518.67,641.816,1583.63,1398.066,14.62,21.608,554.436,2388.022,9057.246,1.3,47.224,522.422,2388.024,8144.16,8.4084,0.03,392.2,2388,100,38.906,23.43174,0,0.290998282,3.843852234,5.604768505,0,0.004472136,0.151921032,0.010954451,3.288818937,0,0.06503845,0.200299775,0.019493589,5.133945851,0.016397561,0,0.447213596,0,0,0.088204308,0.094201184
10,-0.0034,0.0002,100,518.67,642.23,1584.24,1399.28,14.62,21.61,554.08,2388.01,9062.26,1.3,47.29,521.92,2387.96,8136.89,8.3727,0.03,391,2388,100,38.73,23.426,518.67,641.966,1583.36,1398.144,14.62,21.608,554.354,2388.018,9058.574,1.3,47.238,522.356,2388.008,8142.364,8.40478,0.03,392,2388,100,38.892,23.45522,0,0.266795802,3.717082189,5.62179064,0,0.004472136,0.213611797,0.010954451,3.77305314,0,0.071203932,0.300466304,0.031937439,5.899794912,0.022218956,0,0.707106781,0,0,0.111669154,0.066348301
11,-0.0001,-0.0001,100,518.67,642.42,1579.74,1401.23,14.62,21.61,554.04,2388.06,9053.06,1.3,47.37,522.23,2387.98,8146.92,8.415,0.03,392,2388,100,39.05,23.3028,518.67,642.078,1583.37,1397.63,14.62,21.608,554.266,2388.024,9058.1,1.3,47.25,522.276,2388.002,8142.682,8.40754,0.03,391.8,2388,100,38.908,23.4372,0,0.322831225,3.704787443,5.065328222,0,0.004472136,0.237970586,0.021908902,4.368632509,0,0.089162773,0.259769128,0.034205263,6.137684417,0.02251817,0,0.447213595,0,0,0.129884564,0.093985185
12,0.0005,-0.0003,100,518.67,642.28,1583.42,1397.06,14.62,21.61,553.72,2388.03,9063.68,1.3,47.21,522.25,2387.95,8145.6,8.3509,0.03,393,2388,100,39,23.4172,518.67,642.218,1583.236,1399.178,14.62,21.608,554.164,2388.028,9060.1,1.3,47.264,522.272,2387.982,8141.548,8.39148,0.03,392,2388,100,38.944,23.4073,0,0.167092789,3.684295048,2.340805417,0,0.004472136,0.343263747,0.020493902,4.121280141,0,0.071274119,0.260038459,0.027748874,4.444543846,0.029098746,0,0.707106781,0,0,0.124217551,0.060192524
13,-0.0025,0.0004,100,518.67,642.49,1590.54,1399.01,14.62,21.61,554.54,2387.95,9060.16,1.3,47.15,522.16,2388.01,8142.49,8.3868,0.03,391,2388,100,38.93,23.3905,518.67,642.276,1585.342,1399.662,14.62,21.61,554.146,2388.012,9059.95,1.3,47.242,522.174,2387.982,8142.096,8.38892,0.03,391.8,2388,100,38.938,23.39414,0,0.205255938,4.331895659,1.875945095,0,0,0.313815232,0.040249224,4.098011713,0,0.087863531,0.151756384,0.027748874,4.335000577,0.028766943,0,0.836660027,0,0,0.123975804,0.053637375
2,-0.001,0.0001,100,518.67,642.82,1587.77,1411.04,14.62,21.61,553.05,2388.1,9040.04,1.3,47.46,521.31,2388.14,8123.07,8.4086,0.03,392,2388,100,38.83,23.2836,518.67,642.685,1588.88,1411.065,14.62,21.61,553.07,2388.135,9044.385,1.3,47.55,521.585,2388.105,8122.615,8.4117,0.03,392,2388,100,38.795,23.2652,0,0.190918831,1.569777054,0.035355339,0,0,0.028284271,0.049497475,6.144757929,0,0.127279221,0.38890873,0.049497475,0.643467171,0.004384062,0,0,0,0,0.049497475,0.02602153
3,-0.001,0.0004,100,518.67,643.37,1587.33,1407.56,14.62,21.61,553.31,2388.16,9044.78,1.3,47.46,521.74,2388.12,8121.69,8.4316,0.03,392,2388,100,38.69,23.2071,518.67,642.9133333,1588.363333,1409.896667,14.62,21.61,553.15,2388.143333,9044.516667,1.3,47.52,521.6366667,2388.11,8122.306667,8.418333333,0.03,392,2388,100,38.76,23.24583333,0,0.417891533,1.425809711,2.023767114,0,0,0.14,0.037859389,4.350980732,0,0.103923048,0.289194283,0.036055513,0.701593425,0.01190014,0,0,0,0,0.07,0.03825916
4,0.0014,0.0002,100,518.67,642.53,1590.93,1412.13,14.62,21.61,553.19,2388.13,9044.46,1.3,47.55,521.6,2388.12,8123.21,8.4634,0.03,393,2388,100,38.81,23.2752,518.67,642.8175,1589.005,1410.455,14.62,21.61,553.16,2388.14,9044.5025,1.3,47.5275,521.6275,2388.1125,8122.5325,8.4296,0.03,392.25,2388,100,38.7725,23.253175,0,0.391354486,1.732695395,1.99433364,0,0,0.116045968,0.031622777,3.552673876,0,0.08616844,0.236836793,0.029860788,0.729491832,0.024538949,0,0.5,0,0,0.062383224,0.034517278
5,-0.0005,-0.0004,100,518.67,642.41,1588.13,1407.64,14.62,21.61,553.3,2388.18,9041.06,1.3,47.53,521.21,2388.11,8127.37,8.457,0.03,393,2388,100,38.79,23.2524,518.67,642.736,1588.83,1409.892,14.62,21.61,553.188,2388.148,9043.814,1.3,47.528,521.544,2388.112,8123.5,8.43508,0.03,392.4,2388,100,38.776,23.25302,0,0.384811642,1.550741758,2.137257589,0,0,0.118406081,0.032710854,3.440389513,0,0.074632433,0.277362579,0.025884358,2.253752427,0.024531042,0,0.547722558,0,0,0.054589376,0.029894849
6,0.0034,0.0004,100,518.67,642.85,1596.95,1406.78,14.62,21.61,553.57,2388.11,9047.72,1.3,47.44,521.57,2388.15,8122.88,8.4274,0.03,394,2388,100,38.73,23.255,518.67,642.796,1590.222,1409.03,14.62,21.61,553.284,2388.136,9043.612,1.3,47.488,521.486,2388.128,8123.644,8.4376,0.03,392.8,2388,100,38.77,23.25466,0,0.371725705,4.016207166,2.387760457,0,0,0.191258987,0.033615473,3.091556242,0,0.048682646,0.218929212,0.016431677,2.168105164,0.022489108,0,0.836660027,0,0,0.058309519,0.029692558
7,-0.0011,0.0005,100,518.67,642.72,1587.07,1407.37,14.62,21.61,553.25,2388.15,9041.85,1.3,47.66,521.67,2388.14,8127.66,8.4279,0.03,391,2388,100,38.93,23.3098,518.67,642.776,1590.082,1408.296,14.62,21.61,553.324,2388.146,9043.974,1.3,47.528,521.558,2388.128,8124.562,8.44146,0.03,392.6,2388,100,38.79,23.2599,0,0.372800215,4.133536017,2.169522989,0,0,0.145533501,0.027018512,2.642021953,0,0.087005747,0.205353354,0.016431677,2.756260147,0.017332282,0,1.140175425,0,0,0.091651514,0.037390507
8,-0.0005,-0.0002,100,518.67,642.64,1590.03,1407.13,14.62,21.61,553.43,2388.11,9051.09,1.3,47.48,520.7,2388.11,8130.1,8.4393,0.03,393,2388,100,38.71,23.3006,518.67,642.63,1590.622,1408.21,14.62,21.61,553.348,2388.136,9045.236,1.3,47.532,521.35,2388.126,8126.244,8.443,0.03,392.8,2388,100,38.794,23.2786,0,0.16955825,3.850833676,2.214057361,0,0,0.152381101,0.029664794,4.181677893,0,0.083486526,0.404783893,0.018165902,3.108991798,0.016562156,0,1.095445115,0,0,0.086486993,0.026040353
9,-0.0023,-0.0002,100,518.67,643.04,1591.23,1409.11,14.62,21.61,553.43,2388.16,9045.26,1.3,47.59,521.44,2388.13,8123.08,8.4269,0.03,394,2388,100,38.92,23.2344,518.67,642.732,1590.682,1407.606,14.62,21.61,553.396,2388.142,9045.396,1.3,47.54,521.318,2388.128,8126.218,8.4357,0.03,393,2388,100,38.816,23.27044,0,0.235095725,3.85916053,0.898292825,0,0,0.12561847,0.031144823,4.159811294,0,0.087464278,0.38596632,0.017888544,3.1410858,0.012979022,0,1.224744871,0,0,0.103826779,0.032869256
10,-0.0026,-0.0004,100,518.67,642.54,1588.75,1404.89,14.62,21.61,553.97,2388.05,9046.27,1.3,47.56,521.52,2388.16,8131.8,8.4081,0.03,393,2388,100,38.98,23.2501,518.67,642.758,1590.806,1407.056,14.62,21.61,553.53,2388.116,9046.438,1.3,47.546,521.38,2388.138,8127.104,8.42592,0.03,393,2388,100,38.854,23.26998,0,0.194216374,3.76548536,1.507541044,0,0,0.270924344,0.043358967,3.381947664,0,0.087635609,0.389165774,0.019235384,4.042657542,0.011221052,0,1.224744871,0,0,0.124619421,0.033199277
11,0.0029,-0.0005,100,518.67,643.13,1593.97,1410.49,14.62,21.61,552.85,2388.16,9049.79,1.3,47.57,521.81,2388.14,8128.15,8.4605,0.03,393,2388,100,38.71,23.3284,518.67,642.814,1590.21,1407.798,14.62,21.61,553.386,2388.126,9046.852,1.3,47.572,521.428,2388.136,8128.158,8.43254,0.03,392.8,2388,100,38.85,23.28466,0,0.257449024,2.607757657,2.124504648,0,0,0.403336088,0.047222876,3.690720797,0,0.064575537,0.431010441,0.018165902,3.281374712,0.019223111,0,1.095445115,0,0,0.12980755,0.040372491
12,-0.0014,0.0001,100,518.67,643.1,1594.98,1422.97,14.62,21.61,553.7,2388.15,9050.68,1.3,47.61,521.15,2388.12,8123.19,8.4289,0.03,394,2388,100,38.77,23.2868,518.67,642.89,1591.792,1410.918,14.62,21.61,553.476,2388.126,9048.618,1.3,47.562,521.324,2388.132,8127.264,8.43274,0.03,393.4,2388,100,38.818,23.28006,0,0.278028775,2.625894133,7.060249287,0,0,0.415427491,0.047222876,2.670462507,0,0.049699095,0.420630479,0.019235384,3.984548908,0.01916789,0,0.547722558,0,0,0.124779806,0.038034563
13,0.0009,-0.0004,100,518.67,642.35,1587.05,1406.18,14.62,21.61,553.82,2388.01,9047.32,1.3,47.6,521.68,2388.14,8129.49,8.4508,0.03,395,2388,100,38.99,23.2731,518.67,642.832,1591.196,1410.728,14.62,21.61,553.554,2388.106,9047.864,1.3,47.586,521.52,2388.138,8127.142,8.43504,0.03,393.8,2388,100,38.874,23.27456,0,0.361067861,3.361068283,7.199091609,0,0,0.440488365,0.070922493,2.305261373,0,0.020736441,0.251495527,0.014832397,3.884079041,0.020774455,0,0.836660027,0,0,0.127003937,0.036269174
14,0.001,-0.0005,100,518.67,643.21,1590.1,1403.15,14.62,21.61,553.27,2388.11,9049.95,1.3,47.58,521.33,2388.14,8123.11,8.418,0.03,394,2388,100,38.7,23.2526,518.67,642.866,1590.97,1409.536,14.62,21.61,553.522,2388.096,9048.802,1.3,47.584,521.498,2388.14,8127.148,8.43326,0.03,393.8,2388,100,38.83,23.2782,0,0.392211678,3.396019729,7.984540062,0,0,0.45724173,0.06465292,1.899228791,0,0.020736441,0.264707386,0.014142136,3.876250766,0.021991885,0,0.836660027,0,0,0.144048603,0.031878598
15,-0.0008,0.0005,100,518.67,642.75,1594.28,1407.62,14.62,21.61,553.73,2388.13,9043.36,1.3,47.69,521.03,2388.13,8123.24,8.4211,0.03,393,2388,100,38.77,23.2853,518.67,642.908,1592.076,1410.082,14.62,21.61,553.474,2388.112,9048.22,1.3,47.61,521.4,2388.134,8125.436,8.43586,0.03,393.8,2388,100,38.788,23.28524,0,0.358357364,3.392761412,7.674742341,0,0,0.408448283,0.060166436,2.997457256,0,0.047434165,0.335708207,0.008944272,3.125616739,0.01881231,0,0.836660027,0,0,0.117558496,0.027739737
16,-0.0022,0.0002,100,518.67,642.2,1593.11,1407.83,14.62,21.61,553.02,2388.15,9040.91,1.3,47.49,521.47,2388.09,8129.92,8.4313,0.03,395,2388,100,38.75,23.3046,518.67,642.722,1591.904,1409.55,14.62,21.61,553.508,2388.11,9046.444,1.3,47.594,521.332,2388.124,8125.79,8.43002,0.03,394.2,2388,100,38.796,23.28048,0,0.445162892,3.293073033,7.731374393,0,0,0.345788953,0.058309519,4.217206421,0,0.071624018,0.257138095,0.020736441,3.577422256,0.012833043,0,0.836660027,0,0,0.112160599,0.019213979
17,0.0005,0.0001,100,518.67,642.53,1591.36,1406.05,14.62,21.61,552.47,2388.15,9049.25,1.3,47.62,521.9,2388.12,8129.27,8.435,0.03,392,2388,100,38.78,23.2081,518.67,642.608,1591.18,1406.166,14.62,21.61,553.262,2388.11,9046.158,1.3,47.596,521.482,2388.124,8127.006,8.43124,0.03,393.8,2388,100,38.798,23.26474,0,0.394233433,2.810275787,1.870355581,0,0,0.551425426,0.058309519,3.894235483,0,0.072318739,0.332219807,0.020736441,3.505314537,0.012988957,0,1.303840481,0,0,0.111669154,0.036867642
18,0.0041,-0.0004,100,518.67,643.17,1588.99,1410.25,14.62,21.61,552.8,2388.14,9050.18,1.3,47.4,521.02,2388.11,8121.92,8.3976,0.03,393,2388,100,38.97,23.2632,518.67,642.772,1591.568,1406.98,14.62,21.61,553.058,2388.136,9046.73,1.3,47.556,521.35,2388.118,8125.492,8.4206,0.03,393.4,2388,100,38.794,23.26276,0,0.429092065,2.155056844,2.615282012,0,0,0.477042975,0.016733201,4.296818591,0,0.11326959,0.363524415,0.019235384,3.787647027,0.014644624,0,1.140175425,0,0,0.103101891,0.036571068
19,0.0036,0.0001,100,518.67,642.45,1594.35,1409.71,14.62,21.61,553.1,2388.15,9046.53,1.3,47.59,520.6,2388.13,8127.43,8.4309,0.03,395,2388,100,38.66,23.3521,518.67,642.62,1592.418,1408.292,14.62,21.61,553.024,2388.144,9046.046,1.3,47.558,521.204,2388.116,8126.356,8.42318,0.03,393.6,2388,100,38.786,23.28266,0,0.364965752,2.266554654,1.698240266,0,0,0.464036636,0.008944272,3.910975582,0,0.113885908,0.496014113,0.016733201,3.596335635,0.015197927,0,1.341640786,0,0,0.11326959,0.053028605
20,0.0009,-0.0003,100,518.67,642.7,1588.53,1413.7,14.62,21.61,553.2,2388.14,9045.11,1.3,47.71,521.52,2388.09,8128.17,8.4356,0.03,393,2388,100,38.98,23.3257,518.67,642.61,1591.268,1409.508,14.62,21.61,552.918,2388.146,9046.396,1.3,47.562,521.302,2388.108,8127.342,8.42608,0.03,393.6,2388,100,38.828,23.29074,0,0.361178626,2.529134239,2.869567912,0,0,0.2905512,0.005477226,3.682116239,0,0.119874935,0.501417989,0.017888544,3.180199679,0.016060729,0,1.341640786,0,0,0.14131525,0.056495956
21,0.0019,-0.0004,100,518.67,642.76,1592.13,1399.69,14.62,21.61,553.46,2388.12,9050.97,1.3,47.48,521.35,2388.13,8127.15,8.4498,0.03,393,2388,100,38.83,23.324,518.67,642.722,1591.072,1407.88,14.62,21.61,553.006,2388.14,9048.408,1.3,47.56,521.278,2388.116,8126.788,8.42978,0.03,393.2,2388,100,38.844,23.29462,0,0.279946423,2.384537691,5.321259249,0,0,0.381549473,0.012247449,2.490807098,0,0.121449578,0.4941862,0.016733201,2.842133002,0.019356704,0,1.095445115,0,0,0.134647688,0.05832244
2,0.0002,0,100,518.67,642.72,1588.75,1406.6,14.62,21.61,553.77,2388.13,9055.4,1.3,47.67,520.66,2388.06,8136.47,8.4217,0.03,393,2388,100,38.79,23.2626,518.67,642.86,1589.31,1405.45,14.62,21.61,553.605,2388.115,9059.55,1.3,47.615,521.295,2388.04,8136.54,8.43575,0.03,392,2388,100,38.835,23.26965,0,0.197989899,0.791959595,1.626345597,0,0,0.233345238,0.021213203,5.868986284,0,0.077781746,0.898025612,0.028284271,0.098994949,0.019869701,0,1.414213562,0,0,0.06363961,0.009970206
3,-0.001,-0.0001,100,518.67,642.9,1587.31,1404.3,14.62,21.61,552.91,2388.05,9055.83,1.3,47.49,521.14,2388.07,8136.89,8.4432,0.03,391,2388,100,38.79,23.276,518.67,642.8733333,1588.643333,1405.066667,14.62,21.61,553.3733333,2388.093333,9058.31,1.3,47.57333333,521.2433333,2388.05,8136.656667,8.438233333,0.03,391.6666667,2388,100,38.82,23.27176667,0,0.141891978,1.283329004,1.327905619,0,0,0.433858656,0.040414519,4.672825698,0,0.090737717,0.641274772,0.026457513,0.213853532,0.014693649,0,1.154700538,0,0,0.051961524,0.007946278
4,0.0013,0,100,518.67,642.42,1583,1417.06,14.62,21.61,553.69,2388.04,9057.87,1.3,47.61,521.63,2388.09,8133.4,8.439,0.03,393,2388,100,38.87,23.2784,518.67,642.76,1587.2325,1408.065,14.62,21.61,553.4525,2388.08,9058.2,1.3,47.5825,521.34,2388.06,8135.8425,8.438425,0.03,392,2388,100,38.8325,23.273425,0,0.254558441,3.009943244,6.093895853,0,0,0.38801847,0.042426407,3.821683748,0,0.076321688,0.558151712,0.029439203,1.637668566,0.012003437,0,1.154700538,0,0,0.049244289,0.007286689
5,-0.0009,-0.0003,100,518.67,642.55,1585.71,1406.9,14.62,21.61,553.06,2388.06,9054.13,1.3,47.55,521.48,2388.09,8135.61,8.4171,0.03,392,2388,100,38.88,23.2748,518.67,642.718,1586.928,1407.832,14.62,21.61,553.374,2388.076,9057.386,1.3,47.576,521.368,2388.066,8135.796,8.43416,0.03,392,2388,100,38.842,23.2737,0,0.239624707,2.694145505,5.303123608,0,0,0.379117396,0.037815341,3.777158985,0,0.067675697,0.48741153,0.028809721,1.422068915,0.014107197,0,1,0,0,0.047644517,0.006340347
6,0.001,-0.0003,100,518.67,643.16,1586.19,1403.67,14.62,21.61,552.42,2388.07,9054.09,1.3,47.48,521.62,2388.05,8130.93,8.4453,0.03,393,2388,100,38.82,23.3133,518.67,642.75,1586.192,1407.706,14.62,21.61,553.17,2388.07,9055.464,1.3,47.56,521.306,2388.072,8134.66,8.43326,0.03,392.4,2388,100,38.83,23.28102,0,0.291719043,2.133921273,5.414340218,0,0,0.56404787,0.035355339,1.548734968,0,0.080622577,0.411922323,0.017888544,2.482539023,0.012956581,0,0.894427191,0,0,0.043011626,0.019052874
7,0.0014,0.0004,100,518.67,642.44,1583.76,1404.13,14.62,21.61,554.4,2388.07,9058.45,1.3,47.56,521.07,2388.08,8142.14,8.4528,0.03,392,2388,100,38.94,23.2666,518.67,642.694,1585.194,1407.212,14.62,21.61,553.296,2388.058,9056.074,1.3,47.538,521.388,2388.076,8135.794,8.43948,0.03,392.2,2388,100,38.86,23.28182,0,0.324006173,1.775226746,5.648112074,0,0,0.765852466,0.013038405,2.039970588,0,0.053572381,0.266214199,0.016733201,4.210003563,0.013474309,0,0.836660027,0,0,0.057879185,0.018148609
8,-0.0017,-0.0005,100,518.67,642.66,1589.12,1408.09,14.62,21.61,553.43,2388.11,9051.23,1.3,47.46,521.09,2388.06,8132.59,8.4364,0.03,392,2388,100,38.79,23.2775,518.67,642.646,1585.556,1407.97,14.62,21.61,553.4,2388.07,9055.154,1.3,47.532,521.378,2388.074,8134.934,8.43812,0.03,392.4,2388,100,38.86,23.28212,0,0.302952141,2.391992893,5.408858475,0,0,0.735017007,0.025495098,2.992437134,0,0.061400326,0.278513913,0.018165902,4.366432182,0.013347547,0,0.547722558,0,0,0.057879185,0.018040427
9,0.0039,0.0004,100,518.67,642.39,1584.35,1403.87,14.62,21.61,553.46,2388.1,9056.89,1.3,47.61,521.43,2388.09,8135.27,8.4559,0.03,392,2388,100,38.88,23.3822,518.67,642.64,1585.826,1405.332,14.62,21.61,553.354,2388.082,9054.958,1.3,47.532,521.338,2388.074,8135.308,8.4415,0.03,392.2,2388,100,38.862,23.30288,0,0.308787953,2.088260041,2.025443161,0,0,0.719360827,0.021679483,2.795696693,0,0.061400326,0.245703073,0.018165902,4.281450689,0.015579313,0,0.447213595,0,0,0.058480766,0.047825485
10,0.0025,-0.0005,100,518.67,642.73,1585.04,1397.76,14.62,21.61,553.64,2388.09,9054.98,1.3,47.48,521.9,2388.12,8131.19,8.4414,0.03,392,2388,100,38.89,23.4045,518.67,642.676,1585.692,1403.504,14.62,21.61,553.47,2388.088,9055.128,1.3,47.518,521.422,2388.08,8134.424,8.44636,0.03,392.2,2388,100,38.864,23.32882,0,0.306153556,2.118836945,3.693857063,0,0,0.706753139,0.017888544,2.758354582,0,0.064187226,0.354217447,0.027386128,4.644424615,0.008022032,0,0.447213595,0,0,0.059413803,0.061892706
11,0.0019,0.0002,100,518.67,642.56,1586.04,1410.55,14.62,21.61,553.34,2388.08,9055.25,1.3,47.42,521.51,2388.11,8138.91,8.4197,0.03,394,2388,100,38.84,23.2635,518.67,642.556,1585.662,1404.88,14.62,21.61,553.654,2388.09,9055.36,1.3,47.506,521.4,2388.092,8136.02,8.44124,0.03,392.4,2388,100,38.868,23.31886,0,0.143282937,2.111070818,4.866466891,0,0,0.431022041,0.015811388,2.697332015,0,0.07733046,0.342052628,0.023874673,4.512837245,0.01445659,0,0.894427191,0,0,0.056302753,0.06865248
12,0.0037,0.0003,100,518.67,642.39,1585.47,1407.66,14.62,21.61,554.31,2388.06,9058.02,1.3,47.54,521.69,2388.1,8134.99,8.4545,0.03,393,2388,100,38.66,23.3024,518.67,642.546,1586.004,1405.586,14.62,21.61,553.636,2388.088,9055.274,1.3,47.502,521.524,2388.096,8134.59,8.44158,0.03,392.6,2388,100,38.812,23.32602,0,0.154693245,1.848034091,4.985070712,0,0,0.392211678,0.019235384,2.578416181,0,0.074296702,0.302621876,0.023021729,2.951474208,0.014812056,0,0.894427191,0,0,0.093648278,0.063514069
13,-0.0026,0.0003,100,518.67,642.76,1589.63,1405.47,14.62,21.61,553.92,2388.11,9050.25,1.3,47.37,521.45,2388.07,8133.4,8.4751,0.03,394,2388,100,38.7,23.2503,518.67,642.566,1586.106,1405.062,14.62,21.61,553.734,2388.088,9055.078,1.3,47.484,521.596,2388.098,8134.752,8.44932,0.03,393,2388,100,38.794,23.32058,0,0.17784825,2.064420015,4.789944676,0,0,0.389075828,0.019235384,2.970163295,0,0.095026312,0.198443947,0.019235384,2.834152431,0.020462209,0,1,0,0,0.106677083,0.069583597
14,0.0019,0.0002,100,518.67,642.31,1591.06,1411.72,14.62,21.61,552.96,2388.06,9059.48,1.3,47.6,521.67,2388.12,8136.14,8.4054,0.03,392,2388,100,38.93,23.3803,518.67,642.55,1587.448,1406.632,14.62,21.61,553.634,2388.08,9055.596,1.3,47.482,521.644,2388.104,8134.926,8.43922,0.03,393,2388,100,38.804,23.3202,0,0.199874961,2.715744833,5.53077481,0,0,0.519499759,0.021213203,3.536952078,0,0.091760558,0.176011363,0.020736441,2.899849996,0.02761534,0,1,0,0,0.118448301,0.0691669
15,-0.0046,-0.0005,100,518.67,641.83,1592.49,1406.63,14.62,21.61,553.42,2388.03,9057.06,1.3,47.61,521.28,2388.13,8137.29,8.4377,0.03,393,2388,100,38.94,23.3967,518.67,642.37,1588.938,1408.406,14.62,21.61,553.59,2388.068,9056.012,1.3,47.508,521.52,2388.106,8136.146,8.43848,0.03,393.2,2388,100,38.814,23.31864,0,0.347778665,3.083175311,2.641501467,0,0,0.528109837,0.029495762,3.568566939,0,0.108027774,0.16881943,0.023021729,2.111002132,0.027591883,0,0.836660027,0,0,0.129151074,0.066839045
16,0.0023,0.0003,100,518.67,642.45,1589.62,1399.9,14.62,21.61,553.36,2388.09,9058.45,1.3,47.42,522.03,2388.14,8135.58,8.4111,0.03,394,2388,100,38.83,23.3011,518.67,642.348,1589.654,1406.276,14.62,21.61,553.594,2388.07,9056.652,1.3,47.508,521.624,2388.112,8135.48,8.43676,0.03,393.2,2388,100,38.812,23.32616,0,0.336035712,2.623324227,4.27144355,0,0,0.525813655,0.03082207,3.682861659,0,0.108027774,0.282807355,0.027748874,1.439461705,0.029272137,0,0.836660027,0,0,0.128724512,0.060939134
17,-0.0009,0.0004,100,518.67,642.52,1588.52,1405.1,14.62,21.61,552.78,2388.16,9059.77,1.3,47.54,521.52,2388.1,8139.99,8.446,0.03,391,2388,100,38.78,23.231,518.67,642.374,1590.264,1405.764,14.62,21.61,553.288,2388.09,9057.002,1.3,47.508,521.59,2388.112,8136.48,8.43506,0.03,392.8,2388,100,38.836,23.31188,0,0.345007246,1.536792113,4.217158996,0,0,0.44375669,0.049497475,3.920837921,0,0.108027774,0.283107753,0.027748874,2.41806741,0.02821193,0,1.303840481,0,0,0.101636608,0.074708781
18,-0.0027,0.0001,100,518.67,642.63,1589.33,1404.53,14.62,21.61,554.07,2388.09,9050.6,1.3,47.52,520.19,2388.08,8137.14,8.4085,0.03,393,2388,100,38.9,23.3501,518.67,642.348,1590.204,1405.576,14.62,21.61,553.318,2388.086,9057.072,1.3,47.538,521.338,2388.114,8137.228,8.42174,0.03,392.6,2388,100,38.876,23.33184,0,0.311961536,1.573159242,4.254330735,0,0,0.498818604,0.048270074,3.770393879,0,0.076288924,0.697043758,0.024083189,1.698519944,0.01870008,0,1.140175425,0,0,0.068774995,0.067086273
19,0.0038,0.0005,100,518.67,643.1,1593.38,1403.45,14.62,21.61,553.66,2388.06,9059.7,1.3,47.37,520.99,2388.05,8142.76,8.4607,0.03,393,2388,100,38.89,23.2071,518.67,642.506,1590.668,1403.922,14.62,21.61,553.458,2388.086,9057.116,1.3,47.492,521.202,2388.1,8138.552,8.4328,0.03,392.8,2388,100,38.868,23.2972,0,0.45511537,2.131729345,2.52437517,0,0,0.470659112,0.048270074,3.806629743,0,0.096280839,0.682253619,0.036742346,2.837000176,0.022572328,0,1.095445115,0,0,0.063007936,0.079395088
