machine_name,operational_setting_1,operational_setting_2,sensor_measurement_01,sensor_measurement_02,sensor_measurement_03,sensor_measurement_04,sensor_measurement_05,sensor_measurement_06,sensor_measurement_07,sensor_measurement_08,sensor_measurement_09,sensor_measurement_10,sensor_measurement_11,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,operational_setting_3,sensor_measurement_16,status,cycle,label
655,41.9987,0.8407,445,550.51,1366.68,1146.95,3.91,5.71,137.94,2211.57,8313.27,1.02,42.78,2387.53,8066.85,9.4601,333,2212,100,10.47,6.2796,100,0.02,TRUE,159,1
656,42.0072,0.84,445,549.92,1367.4,1151.34,3.91,5.72,138.72,2213.43,8434.24,1.03,42.6,2389.66,8175.42,9.3977,334,2212,100,10.54,6.3862,100,0.02,TRUE,174,1
657,10.0001,0.25,489.05,606.02,1512,1319.55,10.52,15.5,392.34,2319.19,8758.8,1.26,46.25,2388.42,8104.61,8.7666,371,2319,100,28.28,17.0206,100,0.03,TRUE,170,1
658,10.0024,0.2501,489.05,604.76,1517.88,1328.01,10.52,15.49,406.08,2319.71,8849.42,1.28,46.24,2388.87,8189.28,8.4885,373,2319,100,29.19,17.6693,100,0.03,TRUE,164,1
659,41.9981,0.8417,445,550.69,1368.14,1150.23,3.91,5.72,138.15,2211.77,8330.69,1.02,42.8,2387.8,8084.66,9.5106,334,2212,100,10.36,6.2427,100,0.02,TRUE,176,1
660,42.0048,0.8406,445,550.12,1369.42,1143.33,3.91,5.7,143.02,2212.5,8389.38,1.05,42.71,2388.61,8144.31,9.1112,335,2212,100,10.78,6.4499,100,0.02,FALSE,225,0
661,0.0019,0.002,518.67,643.96,1606.72,1429.1,14.62,21.61,551.7,2388.22,9105,1.3,48.05,2388.24,8171.28,8.5386,396,2388,100,38.53,23.1217,100,0.03,FALSE,378,0
662,10.0061,0.25,489.05,605.64,1516.03,1330.01,10.52,15.47,405.6,2319.65,8851.75,1.27,45.98,2388.89,8188.39,8.43,373,2319,100,29.1,17.4926,100,0.03,FALSE,241,0
663,41.9981,0.84,445,549.55,1368.81,1148.83,3.91,5.71,143.45,2212.46,8379.15,1.05,42.74,2388.57,8144.47,9.0667,333,2212,100,10.9,6.5233,100,0.02,FALSE,324,0
664,42.0012,0.8411,445,550.89,1367.39,1142.27,3.91,5.72,138.79,2213.81,8452.32,1.03,42.58,2390.04,8199.79,9.4032,334,2212,100,10.61,6.2784,100,0.02,FALSE,211,0
665,41.9989,0.8407,445,550.87,1364.08,1145.32,3.91,5.72,138.65,2212.21,8342.54,1.02,42.69,2388.29,8103.43,9.4585,333,2212,100,10.28,6.2329,100,0.02,FALSE,242,0
666,10.0006,0.25,489.05,606.05,1511.53,1332.55,10.52,15.5,392.51,2319.19,8808.32,1.26,46.21,2388.41,8150.64,8.7592,372,2319,100,28.27,16.931,100,0.03,FALSE,263,0
667,42.0054,0.84,445,549.71,1365.1,1141.09,3.91,5.71,143.21,2212.38,8380.12,1.05,42.49,2388.48,8141.67,9.0838,333,2212,100,10.9,6.4829,100,0.02,FALSE,379,0
668,42.0001,0.84,445,550.57,1375.67,1144.43,3.91,5.72,138.61,2213.89,8454.06,1.03,42.67,2390.16,8202.92,9.3643,333,2212,100,10.63,6.3135,100,0.02,FALSE,290,0
669,41.9984,0.8408,445,550.62,1366.6,1147.28,3.91,5.72,138.94,2212.41,8370.82,1.02,42.73,2388.53,8117.23,9.441,334,2212,100,10.46,6.2046,100,0.02,TRUE,161,1
670,42.0017,0.842,445,550.96,1371.57,1152.79,3.91,5.72,139.22,2213.71,8443.44,1.03,42.46,2389.99,8194.77,9.3994,336,2212,100,10.45,6.2895,100,0.02,TRUE,167,1
671,42.0023,0.84,445,550.46,1364.84,1142.37,3.91,5.72,138.4,2211.92,8335.13,1.02,42.71,2388,8095.9,9.4962,336,2212,100,10.46,6.2854,100,0.02,TRUE,146,1
672,42.0066,0.84,445,550.68,1363.08,1148.23,3.91,5.72,138.61,2213.15,8407.1,1.03,42.61,2389.3,8157.58,9.4285,334,2212,100,10.45,6.3388,100,0.02,FALSE,229,0
673,20.0042,0.7013,491.19,608.34,1495.81,1264.78,9.35,13.66,332.5,2324.31,8754.58,1.08,45.17,2388.4,8080.12,9.3221,368,2324,100,24.14,14.5163,100,0.03,TRUE,197,1
674,0.0008,0,518.67,643.72,1598.52,1434.12,14.62,21.61,551.13,2388.31,9017.92,1.3,48.2,2388.33,8101.97,8.5041,395,2388,100,38.5,23.0773,100,0.03,TRUE,128,1
675,41.998,0.8405,445,550.1,1365.38,1145.08,3.91,5.72,138.35,2212.9,8389.39,1.02,42.52,2389.07,8142.26,9.4084,334,2212,100,10.51,6.3195,100,0.02,FALSE,361,0
676,42.0024,0.84,445,550.9,1372.9,1138.25,3.91,5.72,138.32,2212.49,8363.86,1.02,42.74,2388.63,8118.51,9.4427,334,2212,100,10.46,6.4373,100,0.02,FALSE,244,0
677,25.004,0.6217,462.54,537.32,1273.28,1064.21,7.05,9.03,175.47,1915.46,8020.43,0.94,37.57,2028.35,7882.45,11.0182,311,1915,84.93,14.21,8.4507,60,0.02,TRUE,200,1
678,10.0051,0.25,489.05,605.25,1517.44,1334.46,10.52,15.5,393.03,2319.2,8766.48,1.26,46.13,2388.47,8111.76,8.7422,372,2319,100,28.23,17.0186,100,0.03,FALSE,236,0
679,0.0016,0.0011,518.67,643.59,1607.46,1428.62,14.62,21.6,569.74,2388.55,9121.67,1.32,48.07,2388.56,8190.49,8.2334,396,2388,100,39.66,23.8804,100,0.03,TRUE,190,1
680,41.9983,0.84,445,550.99,1364.67,1140.31,3.91,5.72,138.16,2212.81,8385.76,1.02,42.61,2388.92,8140.62,9.4208,335,2212,100,10.38,6.3942,100,0.02,FALSE,202,0
681,42.0041,0.8408,445,549.57,1363.03,1144.44,3.91,5.7,143.5,2212.45,8392.7,1.05,42.54,2388.57,8147.73,9.0739,334,2212,100,10.8,6.5061,100,0.02,FALSE,274,0
682,0.0014,0.0001,518.67,643.29,1598.09,1427.05,14.62,21.61,551.32,2388.29,9046.22,1.3,48.32,2388.32,8122.35,8.4999,397,2388,100,38.41,23.012,100,0.03,FALSE,202,0
683,10.0035,0.25,489.05,606.73,1514.35,1325.12,10.52,15.5,391.99,2319.21,8767.69,1.26,46.27,2388.41,8119.35,8.7421,373,2319,100,28.34,16.872,100,0.03,FALSE,247,0
684,42.0064,0.84,445,550.03,1364.93,1144.04,3.91,5.7,142.86,2212.53,8379.39,1.05,42.81,2388.62,8144.55,9.1105,335,2212,100,10.93,6.3923,100,0.02,FALSE,268,0
685,9.9997,0.25,489.05,605.99,1518.08,1326.36,10.52,15.44,404.25,2319.63,8840.57,1.27,46.1,2388.86,8185.78,8.4164,373,2319,100,29.03,17.4621,100,0.03,FALSE,418,0
686,0.0028,0.0002,518.67,644.17,1608.33,1430.92,14.62,21.61,550.87,2388.19,9092.75,1.3,48.1,2388.23,8169.19,8.5502,396,2388,100,38.48,23.0837,100,0.03,TRUE,194,1
687,35.0022,0.84,449.44,556.16,1380.27,1148.23,5.48,7.99,200.02,2223.76,8418.07,1.05,42.5,2388.94,8123.07,9.0549,337,2223,100,15.2,9.0953,100,0.02,FALSE,287,0
688,35.0038,0.84,449.44,555.66,1376.85,1141.73,5.48,8,200.39,2223.76,8412.04,1.05,42.42,2388.91,8120.04,9.0431,338,2223,100,15.25,9.1329,100,0.02,FALSE,279,0
689,20.0002,0.7004,491.19,608.36,1498.43,1272.71,9.35,13.66,332.9,2324.56,8788.64,1.08,45,2388.69,8119.39,9.331,368,2324,100,24.23,14.5108,100,0.03,FALSE,280,0
690,42.0036,0.8407,445,549.89,1366.36,1141.63,3.91,5.7,143.36,2212.46,8386.98,1.05,42.76,2388.64,8142.77,9.058,334,2212,100,10.97,6.5322,100,0.02,FALSE,250,0
691,42,0.84,445,550.74,1365.98,1147.69,3.91,5.72,138.07,2211.41,8311.12,1.02,42.7,2387.41,8067.47,9.4564,332,2212,100,10.47,6.151,100,0.02,TRUE,194,1
692,42.0031,0.84,445,550.29,1362.84,1149.26,3.91,5.71,138.07,2211.62,8319.34,1.02,42.72,2387.67,8072.1,9.4434,335,2212,100,10.6,6.3286,100,0.02,FALSE,273,0
693,42.0028,0.8417,445,550.84,1364.59,1142.1,3.91,5.72,137.95,2212.52,8372.15,1.02,42.65,2388.61,8123.24,9.4808,334,2212,100,10.47,6.1871,100,0.02,FALSE,289,0
694,42.007,0.84,445,550.55,1366.02,1151.3,3.91,5.72,138.65,2211.31,8304.4,1.02,42.74,2387.4,8058.88,9.4585,333,2212,100,10.4,6.2992,100,0.02,FALSE,207,0
695,41.999,0.84,445,550.12,1367.68,1152.06,3.91,5.71,143.54,2212.41,8378.97,1.05,42.71,2388.58,8141.84,9.1115,334,2212,100,10.78,6.5899,100,0.02,TRUE,199,1
696,41.9983,0.8405,445,549.83,1367.84,1147.9,3.91,5.69,142.55,2212.53,8392.9,1.05,42.74,2388.59,8147.44,9.082,333,2212,100,11.08,6.4773,100,0.02,FALSE,225,0
697,42.0066,0.841,445,550.41,1371.39,1144.67,3.91,5.71,137.52,2212.12,8348.27,1.02,42.62,2388.25,8103.38,9.4541,333,2212,100,10.54,6.2736,100,0.02,FALSE,212,0
698,42.005,0.8418,445,549.62,1351.95,1144.82,3.91,5.7,143.44,2212.49,8382.46,1.05,42.68,2388.59,8149.11,9.0929,334,2212,100,10.84,6.5307,100,0.02,TRUE,187,1
699,0.0022,0.0016,518.67,643.95,1600.15,1431.06,14.62,21.58,568.71,2388.51,9125.39,1.32,48.13,2388.52,8193.04,8.2582,397,2388,100,39.52,23.6681,100,0.03,FALSE,365,0
700,41.9988,0.84,445,550.77,1364.66,1147.33,3.91,5.72,138.11,2211.39,8308.25,1.02,42.78,2387.43,8069.14,9.4377,334,2212,100,10.48,6.2645,100,0.02,TRUE,149,1
701,35.0078,0.8416,449.44,556.46,1383.23,1150.13,5.48,8,193.3,2223.09,8353.76,1.02,42.47,2388.15,8070.6,9.4483,338,2223,100,14.67,8.897,100,0.02,FALSE,332,0
702,42.0014,0.8415,445,550.31,1365.93,1141.82,3.91,5.72,138.52,2211.55,8315.02,1.02,42.88,2387.61,8080.78,9.4858,334,2212,100,10.48,6.2919,100,0.02,FALSE,222,0
703,42.0031,0.84,445,550.16,1369.29,1138.62,3.91,5.7,143.06,2212.51,8378.35,1.05,42.49,2388.58,8141.49,9.1117,336,2212,100,10.88,6.5227,100,0.02,FALSE,327,0
704,42.0059,0.8416,445,550.82,1363.98,1144.39,3.91,5.72,138.1,2212.9,8395.07,1.02,42.66,2389.03,8146.16,9.4221,335,2212,100,10.47,6.254,100,0.02,FALSE,267,0
705,10.0029,0.2512,489.05,605.93,1511.36,1332.77,10.52,15.5,393.47,2319.19,8780.85,1.26,46.08,2388.45,8135.16,8.768,372,2319,100,28.1,16.9863,100,0.03,FALSE,205,0
706,25.0007,0.62,462.54,537.38,1268.28,1066.95,7.05,9.03,175.25,1914.85,7992,0.94,37.21,2027.69,7861.09,11.0271,309,1915,84.93,14.07,8.5428,60,0.02,TRUE,161,1
707,42.0065,0.8414,445,550.2,1366.48,1142.27,3.91,5.69,142.77,2212.49,8380.73,1.05,42.66,2388.62,8142.68,9.1091,333,2212,100,10.64,6.4936,100,0.02,FALSE,211,0
708,0.0013,0.0001,518.67,643.5,1602.12,1430.34,14.62,21.61,550.97,2388.28,9048.56,1.3,48.31,2388.33,8120.43,8.4998,395,2388,100,38.48,23.0767,100,0.03,TRUE,184,1
709,42.003,0.84,445,549.85,1369.75,1147.45,3.91,5.69,142.47,2212.52,8391.31,1.05,42.6,2388.66,8144.33,9.1207,333,2212,100,10.66,6.4341,100,0.02,FALSE,255,0
