time,label,true_time,true_label,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41
2,0,5,2,3044.88,2636.69,2230.7555,1281.7862,1.0038,100,111.5489,0.1235,1.4868,-0.0325,0.0003,0.9679,199.9935,6.0974,408.0709,744.7048,0.9662,56.281,0.6063,0.9659,6.3729,15.74,3.494,15.75,15.75,1.078,2.688,0.536,2.816,-0.0473,0.6887,0.999,2.3259,996.2163,39.4787,110,259.8,193.3,52.3,263.8879,0.2879
16,0,29,1,2975.62,2465.16,2198.6889,1252.113,1.8008,100,98.0211,0.1218,1.375,0.0022,0.0193,0.9587,198.5268,7.9559,413.9592,800.6865,0.991,58.4356,0.6074,0.976,6.3411,15.81,4.019,15.89,15.85,1.116,2.497,0.6206,2.887,0.7569,0.7025,0.9952,2.2909,1000.9047,43.8385,138,90.9,54.1,52.6001,573.434,0.1339
0,0,0,1,2997.15,2531.25,2183.1,1175.1481,1.7881,100,111.89,0.1256,1.3647,0.0106,0.0039,0.9691,204.1897,7.9627,420.7401,811.2332,0.9908,58.7323,0.6063,0.977,6.3307,15.74,3.494,15.75,15.75,1.078,2.688,0.536,2.816,-0.0473,0.6887,0.999,2.3259,996.2163,39.4787,144,132.2,74.3,62.2998,212.88,0.66
3,2,3,2,2929.84,2504.5,2183.3111,1588.509,1.6269,100,102.8467,0.1248,1.5545,-0.037,-0.0001,0.9687,199.6956,7.3735,414.8036,750.2944,0.9621,57.1928,0.6096,0.9654,6.4148,15.74,3.494,15.75,15.75,1.078,2.688,0.536,2.816,-0.0473,0.6887,0.999,2.3259,996.2163,39.4787,125,87.8,57.4,58,165.9249,0.4527
14,0,27,2,3036.93,2570.13,2230.7555,1281.7862,1.0038,100,111.5489,0.1235,1.5067,-0.0081,0.0037,0.9779,199.0955,9.1496,402.8545,773.5535,0.9647,55.9232,0.602,0.9744,6.2394,15.72,4.264,15.75,15.77,1.154,2.465,0.694,2.945,-0.1419,0.6556,0.9982,2.3162,1007.3403,39.6652,148,64.1,107.5,52.3,263.8879,0.2879
13,1,13,1,3100.12,2412.53,2231.4889,1275.3021,1.6787,100,94.1256,0.1193,1.4412,0.0051,-0.0004,0.9632,199.3895,10.7893,407.7466,803.5339,0.9911,57.6715,0.5977,0.9771,6.2761,15.65,4.375,15.69,15.69,1.182,2.918,0.7448,3.276,-0.2838,0.5438,0.9972,2.3244,989.4793,38.4572,113,99.5,76.5,59.8,571.627,0.2084
31,2,31,2,3038.93,2187.67,2219.1333,1167.9207,0.9002,100,97.9378,0.1203,1.4144,-0.0061,-0.0072,0.9794,198.8464,12.3204,405.0104,749.9402,0.9635,58.6143,0.5966,0.9666,6.3582,15.72,4.264,15.75,15.77,1.154,2.465,0.694,2.945,-0.1419,0.6556,0.9982,2.3162,1007.3403,39.6652,132,203.1,172.6,61.3999,594.899,0.1186
8,0,8,2,3008.92,2566.94,2235.0556,1302.6607,1.6347,100,109.9856,0.123,1.4738,-0.0045,0.0017,0.968,198.1307,11.6285,414.5041,703.7025,0.991,58.158,0.6068,0.9768,6.3136,15.76,3.981,15.81,15.78,1.276,2.421,0.6086,2.894,-0.4731,0.6645,0.9972,2.3087,997.4462,39.1451,133,126.6,58.5,52.7002,340.736,0.0928
14,2,14,2,2981.5,2500.59,2173.6444,1458.7176,0.8811,100,101.5667,0.1258,1.5216,-0.0257,0.002,0.9642,198.6686,8.6025,421.9627,769.3171,0.9907,58.4762,0.6102,0.977,6.3337,15.74,3.494,15.75,15.75,1.078,2.688,0.536,2.816,-0.0473,0.6887,0.999,2.3259,996.2163,39.4787,142,110.1,60.7,54.3,279.73,0.1797
5,1,5,1,3046.93,2459.21,2179.0778,1820.0613,1.6746,100,99.33,0.1261,1.4633,0.0204,-0.0066,0.9639,198.1008,6.1443,403.4934,865.5526,0.9913,58.7948,0.5999,0.9642,6.4227,15.72,4.264,15.75,15.77,1.154,2.465,0.694,2.945,-0.1419,0.6556,0.9982,2.3162,1007.3403,39.6652,0,114.6,81.9,40.4001,413.78,0.5671
5,1,5,1,2957.63,2558.81,2230.7555,1281.7862,1.0038,100,111.5489,0.1235,1.4441,0.0086,-0.0027,0.9656,199.708,11.0463,403.9733,664.1564,0.9659,55.9967,0.5999,0.9768,6.3633,15.72,4.264,15.75,15.77,1.154,2.465,0.694,2.945,-0.1419,0.6556,0.9982,2.3162,1007.3403,39.6652,125,197.9,158.2,52.3,263.8879,0.2879
9,2,9,2,3023.34,2493.12,2208.2334,1517.0152,1.098,100,110.19,0.1247,1.4487,-0.0145,0.0083,0.9666,197.545,10.357,404.7815,812.8688,0.9918,57.7683,0.6179,0.9657,6.368,15.76,3.981,15.81,15.78,1.276,2.421,0.6086,2.894,-0.4731,0.6645,0.9972,2.3087,997.4462,39.1451,0,145.3,130.4,62.7,610.354,0.1262
34,1,34,1,3042.78,2377.89,2173.4556,1433.6732,1.0304,100,110.5422,0.1245,1.4964,0.0204,0.0133,0.9486,197.4142,6.4832,407.2145,751.7695,0.9664,55.8504,0.6035,0.9712,6.51,15.65,4.375,15.69,15.69,1.182,2.918,0.7448,3.276,-0.2838,0.5438,0.9972,2.3244,989.4793,38.4572,136,125.6,127.3,52.5,143.6,0.1972
91,0,103,2,3091.64,2340.05,2200.7333,1602.8427,0.979,100,95.3311,0.122,1.532,-0.0005,-0.0051,0.9518,197.8935,3.2775,400.753,735.1954,0.9916,59.2528,0.604,0.9684,6.2975,15.9,4.062,15.94,15.91,1.135,2.467,0.6128,2.824,-0.7096,0.6802,0.9971,2.2697,1002.4074,42.266,87,218.7,197.5,63.4001,587.886,0.0697
2,1,2,1,3008.02,2425.16,2230.7555,1281.7862,1.0038,100,111.5489,0.1235,1.4411,0.0238,-0.0183,0.9489,201.9034,7.811,419.1435,675.9019,0.9913,59.1221,0.6047,0.9791,6.1157,15.81,4.019,15.89,15.85,1.116,2.497,0.6206,2.887,0.7569,0.7025,0.9952,2.2909,1000.9047,43.8385,172,88.4,144.5,52.3,263.8879,0.2879
4,2,4,2,2993.53,2441.12,2180.7,1159.3838,1.0177,100,98.9367,0.1222,1.4909,-0.0034,-0.0088,0.9761,203.8317,12.6976,417.4887,737.1228,0.9907,59.0359,0.6026,0.9703,6.3215,15.65,4.375,15.69,15.69,1.182,2.918,0.7448,3.276,-0.2838,0.5438,0.9972,2.3244,989.4793,38.4572,126,167.4,55.3,45.7,442.248,0.2324
3,1,3,1,3003.08,2521.76,2183.3111,1588.509,1.6269,100,102.8467,0.1248,1.4102,0.0308,-0.0119,0.9642,197.0076,7.4221,411.0986,699.0903,0.9909,57.3235,0.6028,0.9772,6.3769,15.81,4.019,15.89,15.85,1.116,2.497,0.6206,2.887,0.7569,0.7025,0.9952,2.2909,1000.9047,43.8385,101,152.7,131.6,58,165.9249,0.4527
25,1,25,1,3053.95,2459.39,2183.1,1175.1481,1.7881,100,111.89,0.1256,1.3539,0.0088,-0.0022,0.9498,203.9062,8.5675,421.7719,828.4183,0.9641,56.2629,0.5954,0.9675,6.3476,15.71,4.062,15.71,15.74,1.182,2.377,0.5822,2.745,-0.6623,0.6852,0.9998,2.3296,993.4924,36.742,111,141.9,77.9,62.2998,212.88,0.66
2,0,6,2,2933.89,2485.5,2189.6555,1200.5912,0.9898,100,98.0433,0.1215,1.5448,-0.0088,0.0057,0.9539,198.5519,12.1194,423.0623,784.2107,0.9905,58.7587,0.6038,0.9751,6.4683,15.76,3.981,15.81,15.78,1.276,2.421,0.6086,2.894,-0.4731,0.6645,0.9972,2.3087,997.4462,39.1451,136,98.1,80.5,58.2,670.994,0.1116
7,2,7,2,2996.95,2446.92,2163.5889,1448.3869,1.7014,100,104.8333,0.1256,1.5713,-0.0125,-0.0065,0.9688,196.6883,7.0427,414.8541,778.3338,0.9911,58.3253,0.6059,0.9747,6.0076,15.9,4.062,15.94,15.91,1.135,2.467,0.6128,2.824,-0.7096,0.6802,0.9971,2.2697,1002.4074,42.266,142,78.4,67.1,56.8999,288.1161,0.3835
1,0,6,2,3070.54,2406.4,2183.3111,1588.509,1.6269,100,102.8467,0.1248,1.5975,0.0104,-0.0095,0.9471,201.1689,10.7441,413.6401,795.9462,0.9909,58.945,0.6084,0.9769,6.3291,15.81,4.019,15.89,15.85,1.116,2.497,0.6206,2.887,0.7569,0.7025,0.9952,2.2909,1000.9047,43.8385,125,207.3,163.8,58,165.9249,0.4527
3,2,3,2,3085.99,2550.52,2179.0778,1820.0613,1.6746,100,99.33,0.1261,1.4537,-0.0275,0.0002,0.9822,199.3353,6.7628,404.405,754.3479,0.9908,58.8109,0.6136,0.9749,6.3374,15.72,4.264,15.75,15.77,1.154,2.465,0.694,2.945,-0.1419,0.6556,0.9982,2.3162,1007.3403,39.6652,144,86.9,47.6,40.4001,413.78,0.5671
2,0,6,1,3094.34,2391.09,2207.0444,1269.6078,1.7571,100,97.0189,0.1221,1.4413,0.0136,0.0083,0.9603,198.8039,3.0406,411.2695,641.5862,0.964,57.7144,0.5975,0.9784,6.2987,15.9,4.062,15.94,15.91,1.135,2.467,0.6128,2.824,-0.7096,0.6802,0.9971,2.2697,1002.4074,42.266,113,174.8,89.6,54.5,449.78,0.1339
22,1,22,1,2973.71,2487.45,2163.5778,1434.2764,1.6241,100,105.0833,0.1249,1.5171,-0.0154,-0.0165,0.9647,203.9849,9.9348,408.29,748.0732,0.9908,59.6698,0.6037,0.9665,6.3793,15.9,4.062,15.94,15.91,1.135,2.467,0.6128,2.824,-0.7096,0.6802,0.9971,2.2697,1002.4074,42.266,112,84.8,27.8,61.0999,198.972,0.4923
3,1,3,1,2934.01,2461.28,2168.7222,1212.104,1.5175,100,106.7589,0.1233,1.3322,0.0256,0.0073,0.9739,201.9994,3.1553,405.723,772.681,0.9906,57.6847,0.6042,0.9799,6.3257,15.65,4.375,15.69,15.69,1.182,2.918,0.7448,3.276,-0.2838,0.5438,0.9972,2.3244,989.4793,38.4572,77,96.4,84.4,64.7,211.181,0.4677
6,0,9,1,3043.22,2484.78,2191.5667,1448.8757,0.9187,100,104.4511,0.1261,1.515,-0.0114,-0.0075,0.9669,199.5213,12.3683,424.5635,742.3405,0.9905,58.4837,0.6051,0.9662,6.3232,15.74,3.562,15.81,15.79,1.201,2.452,0.5333,2.916,-0.9461,0.6893,0.9958,2.3386,994.2346,37.8565,147,192.8,180.6,54.5,228.416,0.2207
3,0,3,2,3037.38,2441.16,2146.1111,1792.7115,1.6513,100,100.7244,0.1248,1.3552,0.0024,-0.015,0.9586,200.8669,10.0095,406.3165,748.4143,0.9905,59.2147,0.6131,0.9671,6.3292,15.9,4.062,15.94,15.91,1.135,2.467,0.6128,2.824,-0.7096,0.6802,0.9971,2.2697,1002.4074,42.266,112,118.5,50.3,51.0999,243.834,0.7513
3,0,3,1,2974.93,2473.34,2200.7333,1602.8427,0.979,100,95.3311,0.122,1.3947,0.0018,-0.0125,0.9562,198.5742,2.7716,397.3574,756.3569,0.991,58.0522,0.6014,0.9764,6.2034,15.9,4.062,15.94,15.91,1.135,2.467,0.6128,2.824,-0.7096,0.6802,0.9971,2.2697,1002.4074,42.266,125,91,53.8,63.4001,587.886,0.0697
48,1,48,1,2973.55,2536.48,2235.0556,1302.6607,1.6347,100,109.9856,0.123,1.4969,-0.0098,-0.0134,0.9713,197.8825,10.5555,404.7087,641.4075,0.9903,58.8773,0.6116,0.9754,6.3106,15.81,4.019,15.89,15.85,1.116,2.497,0.6206,2.887,0.7569,0.7025,0.9952,2.2909,1000.9047,43.8385,161,61.4,96.1,52.7002,340.736,0.0928
0,1,0,1,2964.74,2480.51,2163.5889,1448.3869,1.7014,100,104.8333,0.1256,1.4547,-0.0106,0.0088,0.9611,199.0842,10.63,400.9161,795.0944,0.9905,58.5491,0.604,0.9778,6.3275,15.9,4.062,15.94,15.91,1.135,2.467,0.6128,2.824,-0.7096,0.6802,0.9971,2.2697,1002.4074,42.266,122,91.8,78.8,56.8999,288.1161,0.3835
7,0,21,2,3057.56,2471.01,2180.7,1159.3838,1.0177,100,98.9367,0.1222,1.3784,0.0166,0.0083,0.6554,197.7383,8.753,423.2127,745.6198,0.9906,58.8641,0.5965,0.9774,6.2022,15.74,3.494,15.75,15.75,1.078,2.688,0.536,2.816,-0.0473,0.6887,0.999,2.3259,996.2163,39.4787,111,204.2,115.1,45.7,442.248,0.2324
0,0,0,1,2954.41,2614.99,2208.2334,1517.0152,1.098,100,110.19,0.1247,1.4699,0.008,0.0058,0.9664,199.0747,8.8927,403.0156,757.4582,0.9908,58.1124,0.601,0.9643,6.407,15.81,4.019,15.89,15.85,1.116,2.497,0.6206,2.887,0.7569,0.7025,0.9952,2.2909,1000.9047,43.8385,96,52.9,19.2,62.7,610.354,0.1262
0,0,3,2,2997.27,2619.88,2148.6223,1288.4151,1.499,100,107.9122,0.1254,1.456,0.0142,-0.0041,0.9764,203.4887,8.7325,406.4456,733.817,0.9907,57.6027,0.5841,0.9656,6.3252,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,143,226.6,193.4,52.7998,234.014,0.4541
1,0,1,2,3069.02,2474.37,2151.2,1089.5951,0.886,100,100.5622,0.1247,1.4192,0.0247,-0.0041,0.9805,198.9003,10.5047,445.3548,771.2991,0.9904,57.9411,0.5932,0.962,6.4497,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,108,180.9,170.2,46.3999,364.16,0.1219
0,1,0,1,2987.72,2550.52,2180.7,1159.3838,1.0177,100,98.9367,0.1222,1.4207,0.0016,-0.0056,0.9625,203.139,12.816,423.7855,748.4817,0.9907,59.0236,0.6037,0.9641,6.3657,15.76,3.981,15.81,15.78,1.276,2.421,0.6086,2.894,-0.4731,0.6645,0.9972,2.3087,997.4462,39.1451,139,118.1,48,45.7,442.248,0.2324
20,1,20,1,3057.06,2445.54,2183.3111,1588.509,1.6269,100,102.8467,0.1248,1.4902,-0.0013,0.0017,0.9541,201.7986,10.8525,409.9816,785.6371,0.9909,58.3737,0.5873,0.9683,6.4075,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,111,182.3,164.7,58,165.9249,0.4527
0,0,0,1,2976.4,2534.91,2185.3334,1780.4149,1.7632,100,93.9844,0.1215,1.4711,-0.0106,0.0065,0.9659,203.7687,7.4074,411.3695,790.1214,0.9908,57.4112,0.5876,0.9752,6.427,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,308,89.3,74.2,55.3,603.4551,0.3844
2,2,2,2,3120.81,2349.27,2126.6555,1015.077,1.4381,100,102.4733,0.1255,1.5188,-0.0109,-0.0005,0.9797,196.0453,10.5245,417.1791,752.7615,0.9912,56.6455,0.5938,0.9642,6.4283,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,112,183.8,202,55.0999,252.0059,0.1443
8,2,8,2,2984.05,2600.07,2235.0556,1302.6607,1.6347,100,109.9856,0.123,1.5634,-0.0059,-0.0029,0.9711,200.2441,10.899,425.6396,740.7274,0.9903,58.5894,0.6025,0.9636,6.3621,15.81,4.019,15.89,15.85,1.116,2.497,0.6206,2.887,0.7569,0.7025,0.9952,2.2909,1000.9047,43.8385,124,98.3,66.1,52.7002,340.736,0.0928
152,0,155,2,3071.29,2561.99,2219.1333,1167.9207,0.9002,100,97.9378,0.1203,1.4699,0.0112,-0.0112,0.9662,197.3234,6.7303,419.1987,720.9066,0.961,57.4407,0.5961,0.9758,6.317,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,148,75,102,61.3999,594.899,0.1186
13,0,27,1,2965.67,2606,2155.6333,1070.0439,0.8024,100,101.4333,0.1241,1.4161,0.0209,-0.0095,0.9728,198.3902,11.6708,421.3578,762.0235,0.9908,57.9682,0.5949,0.967,6.338,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,84,151.6,116.9,55.2,330.043,0.1043
6,2,6,2,3003.82,2527.25,2163.5889,1448.3869,1.7014,100,104.8333,0.1256,1.524,-0.0016,0.0061,0.9549,199.9288,6.5965,408.7776,729.4385,0.9658,56.4388,0.589,0.9754,6.1296,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,84,109.2,56,56.8999,288.1161,0.3835
1,0,2,2,2970.71,2506.32,2180.8333,1435.0747,1.5082,100,107.3322,0.1261,1.5299,-0.0037,-0.0037,0.9684,199.8652,10.5981,411.7174,735.6543,0.9623,57.4239,0.594,0.9653,6.3612,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,151,69.3,46.5,60.3999,290.578,0.5608
3,0,3,1,3060.07,2693.2,2219.1333,1167.9207,0.9002,100,97.9378,0.1203,1.4469,0.0208,-0.0032,0.9563,204.2045,7.1805,407.5651,834.2252,0.9682,56.17,0.5985,0.9786,6.3205,15.74,3.494,15.75,15.75,1.078,2.688,0.536,2.816,-0.0473,0.6887,0.999,2.3259,996.2163,39.4787,180,255.2,144.1,61.3999,594.899,0.1186
4,1,4,1,3108.24,2662.7,2183.3444,1111.4499,1.5548,100,97.5311,0.1236,1.5094,0.0039,0.0059,0.9752,199.6228,5.7127,398.4009,761.3352,0.9904,58.4868,0.5985,0.9768,6.3479,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,136,180.3,192.2,60.8999,261.921,0.1386
5,0,7,2,3008.5,2526.16,2173.6444,1458.7176,0.8811,100,101.5667,0.1258,1.5032,0.0266,-0.0081,0.9485,203.9961,12.6669,420.8905,713.6637,0.9908,58.5037,0.6041,0.9672,6.3528,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,96,188.4,145.7,54.3,279.73,0.1797
19,2,19,2,3034.9,2598.02,2208.2334,1517.0152,1.098,100,110.19,0.1247,1.4119,-0.0031,0.0117,0.9569,200.2723,8.7724,401.4416,724.8634,0.9906,58.1685,0.6024,0.9658,6.3599,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,136,213,169.8,62.7,610.354,0.1262
20,0,65,2,2884.65,2523.36,2208.2667,1656.221,0.9143,100,102.6267,0.1243,1.3761,0.0108,-0.0013,0.9694,203.6089,7.9538,413.6755,730.0768,0.9636,57.0785,0.5968,0.9781,6.3394,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,126,91.1,61,70.9001,461.4921,0.1846
3,1,3,1,3028.5,2480.48,2234.5222,1590.2597,1.7889,100,93.1967,0.1188,1.471,0.0154,-0.0039,0.9578,200.1966,6.8229,410.4215,683.8262,0.9904,59.8385,0.6,0.9733,6.1473,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,308,92.1,75.1,58.3,529.7151,0.2777
7,0,8,2,2941.25,2492.81,2219.1333,1167.9207,0.9002,100,97.9378,0.1203,1.5015,-0.0097,0.0133,0.9656,199.6883,7.8391,419.8217,740.7927,0.9909,58.4673,0.6016,0.9785,6.2347,15.87,4.563,15.96,15.91,1.541,2.51,0.6567,2.89,0,0.7717,0.9946,2.2965,1001.3796,36.7896,117,124.2,108.4,61.3999,594.899,0.1186
3,0,6,2,2980.11,2516.33,2201.8222,1288.0857,1.6769,100,95.9789,0.1209,1.4805,-0.0073,0.0025,0.9522,197.0832,6.6693,403.9057,776.6501,0.9914,58.9646,0.595,0.9748,6.4888,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,74,95,83.9,59.2,532.019,0.2062
48,1,48,1,3061.22,2384.19,2170.9667,1600.3858,1.043,100,104.9756,0.1249,1.4867,-0.0091,0.0005,0.9616,199.8174,11.3399,422.1476,701.3914,0.9657,56.6647,0.5932,0.9699,6.5296,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,112,169.3,158.9,47,377.083,0.3053
0,2,0,2,2933.27,2473.54,2183.3111,1588.509,1.6269,100,102.8467,0.1248,1.3973,0.0348,-0.017,0.9667,203.792,7.9459,415.37,706.1614,0.9909,58.5163,0.5955,0.9762,6.3363,15.87,4.563,15.96,15.91,1.541,2.51,0.6567,2.89,0,0.7717,0.9946,2.2965,1001.3796,36.7896,168,198.8,174.1,58,165.9249,0.4527
20,1,20,1,2792.24,2533.76,2180.7,1159.3838,1.0177,100,98.9367,0.1222,1.546,-0.0149,-0.0024,0.9715,197.7082,5.7074,397.1866,735.0312,0.9909,59.3632,0.5862,0.971,6.3174,15.87,4.563,15.96,15.91,1.541,2.51,0.6567,2.89,0,0.7717,0.9946,2.2965,1001.3796,36.7896,89,200.2,137.8,45.7,442.248,0.2324
4,2,4,2,2991.74,2575.39,2173.6444,1458.7176,0.8811,100,101.5667,0.1258,1.5514,-0.0275,-0.0001,0.9681,196.9584,8.1367,413.7779,710.0026,0.9905,58.5982,0.5977,0.9773,6.3686,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,111,175.2,152.1,54.3,279.73,0.1797
9,0,11,1,2960.22,2502.25,2183.3111,1588.509,1.6269,100,102.8467,0.1248,1.57,0.0178,-0.0002,0.9457,198.4244,11.9112,421.8221,716.6117,0.9908,58.5601,0.5958,0.976,6.3673,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,142,77.6,90.2,58,165.9249,0.4527
2,0,4,1,3078.79,2720.38,2167.2,1108.9456,1.4869,100,94.26,0.1249,1.5877,-0.0046,-0.0013,0.9683,195.8957,6.4152,402.6028,779.5474,0.9919,58.6031,0.5997,0.9632,6.4128,15.87,4.563,15.96,15.91,1.541,2.51,0.6567,2.89,0,0.7717,0.9946,2.2965,1001.3796,36.7896,195,215,213,68.1001,1245.613,0.148
3,1,3,1,2953.55,2506.19,2146.1111,1792.7115,1.6513,100,100.7244,0.1248,1.451,0.0041,0.0021,0.9658,202.9072,9.6213,404.6424,738.4034,0.9904,58.5136,0.6029,0.9775,6.2496,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,125,97.8,65.3,51.0999,243.834,0.7513
0,2,0,2,2994.56,2505.35,2234.5222,1590.2597,1.7889,100,93.1967,0.1188,1.5755,-0.0009,-0.0027,0.9562,199.7065,6.2768,413.9843,723.3346,0.9901,58.7687,0.6051,0.975,6.2279,15.94,5.261,15.97,15.99,1.418,3.955,0.8522,3.278,-0.5677,0.6786,0.9984,2.2773,1009.9188,40.8046,84,91.1,95.6,58.3,529.7151,0.2777
10,2,10,2,2946.11,2491.9,2167.2,1108.9456,1.4869,100,94.26,0.1249,1.5602,-0.0006,-0.0044,0.9706,195.6162,6.7015,407.2508,760.3131,0.9909,57.9811,0.5955,0.9671,6.3147,15.87,4.563,15.96,15.91,1.541,2.51,0.6567,2.89,0,0.7717,0.9946,2.2965,1001.3796,36.7896,382,92.5,109.4,68.1001,1245.613,0.148
4,2,4,2,2987.43,2508.22,2124.8444,1180.282,0.8465,100,100.7978,0.1257,1.5274,0.0075,0.0044,0.9694,200.9449,8.3687,418.5142,784.3755,0.9905,58.2197,0.6045,0.9624,6.4102,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,129,210.6,173.5,57.4001,533.8361,0.12
20,1,20,1,3100.96,2547.83,2167.2,1108.9456,1.4869,100,94.26,0.1249,1.5288,-0.0144,-0.0046,0.97,194.7008,6.927,407.7636,748.2392,0.991,57.1635,0.6031,0.9624,6.4567,15.87,4.563,15.96,15.91,1.541,2.51,0.6567,2.89,0,0.7717,0.9946,2.2965,1001.3796,36.7896,159,194.9,143.2,68.1001,1245.613,0.148
2,0,2,2,3047.28,2186.06,2235.0556,1302.6607,1.6347,100,109.9856,0.123,1.4619,0.0189,-0.006,0.9651,197.1621,2.2935,817.003,758.4047,0.9905,59.455,0.6034,0.9722,6.2474,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,101,237.2,181,52.7002,340.736,0.0928
2,2,2,2,3076.81,2158.75,2208.2334,1517.0152,1.098,100,110.19,0.1247,1.4357,0.0089,0.0052,0.9655,199.7795,9.5309,412.8315,765.0814,0.9911,58.37,0.5975,0.9647,6.4081,15.95,4.361,16.04,15.99,1.314,2.588,0.6629,2.968,-0.6623,0.7101,0.9945,2.2689,1010.787,44.2527,101,281.2,219.8,62.7,610.354,0.1262
79,2,79,2,2951.62,2511.92,2253.5111,1397.506,0.966,100,109.7611,0.121,1.5527,0.0119,-0.0082,0.9572,199.7862,11.6535,413.2373,738.7298,0.9908,59.7608,0.6001,0.9642,6.4305,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,96,121.4,105.9,70.4001,403.536,0.1905
16,0,22,2,2930.42,2505.17,2235.0556,1302.6607,1.6347,100,109.9856,0.123,1.4588,-0.0143,0.0017,0.9702,198.3353,10.4761,420.1418,781.077,0.9912,57.3112,0.6037,0.9769,6.3281,15.84,4.809,15.9,15.9,1.163,2.708,0.7242,3.025,-0.1419,0.6764,0.9964,2.3044,997.8064,36.287,308,44.7,67.8,52.7002,340.736,0.0928
7,2,7,2,2997.28,2357.99,2141.0667,1236.5212,0.9698,100,98.3344,0.1238,1.5973,-0.0534,-0.0284,0.9708,197.6416,9.3115,412.9151,719.8728,0.9913,57.7984,0.6001,0.9674,6.3491,15.91,4.392,15.94,15.89,1.239,2.453,0.6586,2.91,-0.5204,0.7586,0.9981,2.2967,1003.0211,38.9026,96,73.2,83.3,61.3999,322.771,0.0854
5,1,5,1,3025.1,2475.18,2235.0556,1302.6607,1.6347,100,109.9856,0.123,1.5525,-0.0078,-0.0005,0.968,198.4894,11.6119,415.9781,803.8346,0.9908,58.1353,0.5865,0.9764,6.3417,15.87,4.563,15.96,15.91,1.541,2.51,0.6567,2.89,0,0.7717,0.9946,2.2965,1001.3796,36.7896,116,113.9,105.9,52.7002,340.736,0.0928
122,1,122,1,2992.15,2538.05,2162.8445,1312.3198,0.8286,100,100.3633,0.1242,1.4509,0.0028,-0.0059,0.9664,200.187,7.7716,425.5928,738.2743,0.9907,58.0778,0.602,0.9678,6.3704,15.91,4.392,15.94,15.89,1.239,2.453,0.6586,2.91,-0.5204,0.7586,0.9981,2.2967,1003.0211,38.9026,84,82.4,78.5,58.8999,334.1429,0.0502
